what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435335343259
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335343259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335361902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335396524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335403320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335406600
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335406701
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335406727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335427088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335509275
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435335511677
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335511677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335518326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335526472
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435335536779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335543080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335546839
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435335546919
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435335547004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335549324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335561639
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1435335564964
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1435335565320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435335565645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435335573356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335592179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335753238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335759507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335759639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335761179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335767400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335772501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335772963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335774581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335776205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335781155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335782693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435335803993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335806537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335808154
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335808286
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335808311
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1435335827282
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435335829598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335830215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335833464
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435335839326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335862308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335905541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335915728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335917085
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335917184
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335917213
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335919548
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435335927224
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435335927224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335939483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335965939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335971600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335972265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435335974065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336031463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336034076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336035561
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336035661
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336035696
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435336038865
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336038865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336193772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336298912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336303631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336365030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336370160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336371847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336373767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336375649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336377744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336382713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435336385799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435336390129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336392734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336394118
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336394285
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336394315
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435336403104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435336417797
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336419593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336421682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336423091
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336423254
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336423285
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435336455134
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435336470751
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435336470970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336482026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336497321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336508026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336516058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336527462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336530345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336532257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336534569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336547105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336548135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435336550234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336552334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336553643
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336553748
